index	hemi	name	color
16448250	L	unknown 	#fafafaff
2658790	L	lateralorbitofrontal_1 	#e69128ff
4919727	L	lateralorbitofrontal_2 	#af114bff
9760819	L	parsorbitalis_1 	#33f094ff
9365920	L	frontalpole_1 	#a0e98eff
13440352	L	medialorbitofrontal_1 	#6015cdff
15325560	L	medialorbitofrontal_2 	#78d9e9ff
6214450	L	parstriangularis_1 	#32d35eff
5643220	L	parsopercularis_1 	#d41b56ff
7215313	L	rostralmiddlefrontal_1 	#d1186eff
2922567	L	rostralmiddlefrontal_2 	#47982cff
1537148	L	superiorfrontal_1 	#7c7417ff
4235497	L	superiorfrontal_2 	#e9a040ff
14344528	L	superiorfrontal_3 	#50e1daff
3123049	L	superiorfrontal_4 	#69a72fff
5625672	L	caudalmiddlefrontal_1 	#48d755ff
11106510	L	precentral_1 	#ce78a9ff
16480399	L	precentral_2 	#8f78fbff
13309160	L	precentral_3 	#e814cbff
10779224	L	paracentral_1 	#587aa4ff
15401155	L	rostralanteriorcingulate_1 	#c300ebff
9404665	L	caudalanteriorcingulate_1 	#f9808fff
13826986	L	posteriorcingulate_1 	#aafbd2ff
2415082	L	isthmuscingulate_1 	#ead924ff
6957386	L	postcentral_1 	#4a296aff
11359015	L	postcentral_2 	#2753adff
2039147	L	supramarginal_1 	#6b1d1fff
10625771	L	supramarginal_2 	#eb22a2ff
14533803	L	superiorparietal_1 	#abc4ddff
12158839	L	superiorparietal_2 	#7787b9ff
10619327	L	superiorparietal_3 	#bf09a2ff
14491010	L	inferiorparietal_1 	#821dddff
12621267	L	inferiorparietal_2 	#d395c0ff
6844471	L	inferiorparietal_3 	#377068ff
10474844	L	precuneus_1 	#5cd59fff
902805	L	precuneus_2 	#95c60dff
13148651	L	cuneus_1 	#eba1c8ff
277730	L	pericalcarine_1 	#e23c04ff
13216895	L	lateraloccipital_1 	#7facc9ff
3091407	L	lateraloccipital_2 	#cf2b2fff
6273888	L	lateraloccipital_3 	#60bb5fff
14966595	L	lingual_1 	#435fe4ff
572945	L	lingual_2 	#11be08ff
11069622	L	fusiform_1 	#b6e8a8ff
777957	L	fusiform_2 	#e5de0bff
4640831	L	parahippocampal_1 	#3fd046ff
14742577	L	entorhinal_1 	#31f4e0ff
6258638	L	temporalpole_1 	#ce7f5fff
14672492	L	inferiortemporal_1 	#6ce2dfff
3544140	L	inferiortemporal_2 	#4c1436ff
9057075	L	middletemporal_1 	#33338aff
7600920	L	middletemporal_2 	#18fb73ff
2842816	L	bankssts_1 	#c0602bff
2504062	L	superiortemporal_1 	#7e3526ff
12413415	L	superiortemporal_2 	#e769bdff
16156926	L	transversetemporal_1 	#fe88f6ff
12189143	L	insula_1 	#d7fdb9ff
5310491	L	insula_2 	#1b0851ff
16448250	R	unknown 	#fafafaff
2658790	R	lateralorbitofrontal_1 	#e69128ff
4919727	R	lateralorbitofrontal_2 	#af114bff
9760819	R	parsorbitalis_1 	#33f094ff
9365920	R	frontalpole_1 	#a0e98eff
13440352	R	medialorbitofrontal_1 	#6015cdff
15325560	R	medialorbitofrontal_2 	#78d9e9ff
6214450	R	parstriangularis_1 	#32d35eff
5643220	R	parsopercularis_1 	#d41b56ff
7215313	R	rostralmiddlefrontal_1 	#d1186eff
2922567	R	rostralmiddlefrontal_2 	#47982cff
1537148	R	superiorfrontal_1 	#7c7417ff
4235497	R	superiorfrontal_2 	#e9a040ff
14344528	R	superiorfrontal_3 	#50e1daff
3123049	R	superiorfrontal_4 	#69a72fff
5625672	R	caudalmiddlefrontal_1 	#48d755ff
11106510	R	precentral_1 	#ce78a9ff
16480399	R	precentral_2 	#8f78fbff
13309160	R	precentral_3 	#e814cbff
10779224	R	paracentral_1 	#587aa4ff
15401155	R	rostralanteriorcingulate_1 	#c300ebff
9404665	R	caudalanteriorcingulate_1 	#f9808fff
13826986	R	posteriorcingulate_1 	#aafbd2ff
2415082	R	isthmuscingulate_1 	#ead924ff
6957386	R	postcentral_1 	#4a296aff
11359015	R	postcentral_2 	#2753adff
2039147	R	supramarginal_1 	#6b1d1fff
10625771	R	supramarginal_2 	#eb22a2ff
14533803	R	superiorparietal_1 	#abc4ddff
12158839	R	superiorparietal_2 	#7787b9ff
10619327	R	superiorparietal_3 	#bf09a2ff
14491010	R	inferiorparietal_1 	#821dddff
12621267	R	inferiorparietal_2 	#d395c0ff
6844471	R	inferiorparietal_3 	#377068ff
10474844	R	precuneus_1 	#5cd59fff
902805	R	precuneus_2 	#95c60dff
13148651	R	cuneus_1 	#eba1c8ff
277730	R	pericalcarine_1 	#e23c04ff
13216895	R	lateraloccipital_1 	#7facc9ff
3091407	R	lateraloccipital_2 	#cf2b2fff
6273888	R	lateraloccipital_3 	#60bb5fff
14966595	R	lingual_1 	#435fe4ff
572945	R	lingual_2 	#11be08ff
11069622	R	fusiform_1 	#b6e8a8ff
777957	R	fusiform_2 	#e5de0bff
4640831	R	parahippocampal_1 	#3fd046ff
14742577	R	entorhinal_1 	#31f4e0ff
6258638	R	temporalpole_1 	#ce7f5fff
14672492	R	inferiortemporal_1 	#6ce2dfff
3544140	R	inferiortemporal_2 	#4c1436ff
9057075	R	middletemporal_1 	#33338aff
7600920	R	middletemporal_2 	#18fb73ff
2842816	R	bankssts_1 	#c0602bff
2504062	R	superiortemporal_1 	#7e3526ff
12413415	R	superiortemporal_2 	#e769bdff
16156926	R	transversetemporal_1 	#fe88f6ff
12189143	R	insula_1 	#d7fdb9ff
5310491	R	insula_2 	#1b0851ff
