index	hemi	name	color
65793	L	Background+FreeSurfer_Defined_Medial_Wall	#010101ff
8523384	L	7Networks_LH_Vis_1	#780e82ff
8588920	L	7Networks_LH_Vis_2	#780e83ff
8654456	L	7Networks_LH_Vis_3	#780e84ff
8719992	L	7Networks_LH_Vis_4	#780e85ff
8785528	L	7Networks_LH_Vis_5	#780e86ff
8327032	L	7Networks_LH_Vis_6	#780f7fff
8392568	L	7Networks_LH_Vis_7	#780f80ff
8458104	L	7Networks_LH_Vis_8	#780f81ff
8523640	L	7Networks_LH_Vis_9	#780f82ff
8589176	L	7Networks_LH_Vis_10	#780f83ff
8654712	L	7Networks_LH_Vis_11	#780f84ff
8720248	L	7Networks_LH_Vis_12	#780f85ff
8785784	L	7Networks_LH_Vis_13	#780f86ff
8327288	L	7Networks_LH_Vis_14	#78107fff
8392824	L	7Networks_LH_Vis_15	#781080ff
8458360	L	7Networks_LH_Vis_16	#781081ff
8523896	L	7Networks_LH_Vis_17	#781082ff
8589432	L	7Networks_LH_Vis_18	#781083ff
8654968	L	7Networks_LH_Vis_19	#781084ff
8720504	L	7Networks_LH_Vis_20	#781085ff
8786040	L	7Networks_LH_Vis_21	#781086ff
8327544	L	7Networks_LH_Vis_22	#78117fff
8393080	L	7Networks_LH_Vis_23	#781180ff
8458616	L	7Networks_LH_Vis_24	#781181ff
8524152	L	7Networks_LH_Vis_25	#781182ff
8589688	L	7Networks_LH_Vis_26	#781183ff
8655224	L	7Networks_LH_Vis_27	#781184ff
8720760	L	7Networks_LH_Vis_28	#781185ff
8786296	L	7Networks_LH_Vis_29	#781186ff
8327800	L	7Networks_LH_Vis_30	#78127fff
8393336	L	7Networks_LH_Vis_31	#781280ff
8458872	L	7Networks_LH_Vis_32	#781281ff
8524408	L	7Networks_LH_Vis_33	#781282ff
8589944	L	7Networks_LH_Vis_34	#781283ff
8655480	L	7Networks_LH_Vis_35	#781284ff
8721016	L	7Networks_LH_Vis_36	#781285ff
8852088	L	7Networks_LH_Vis_37	#781287ff
8917624	L	7Networks_LH_Vis_38	#781288ff
8983160	L	7Networks_LH_Vis_39	#781289ff
9048696	L	7Networks_LH_Vis_40	#78128aff
9114232	L	7Networks_LH_Vis_41	#78128bff
9179768	L	7Networks_LH_Vis_42	#78128cff
9245304	L	7Networks_LH_Vis_43	#78128dff
8786808	L	7Networks_LH_Vis_44	#781386ff
8852344	L	7Networks_LH_Vis_45	#781387ff
8917880	L	7Networks_LH_Vis_46	#781388ff
8983416	L	7Networks_LH_Vis_47	#781389ff
9048952	L	7Networks_LH_Vis_48	#78138aff
9114488	L	7Networks_LH_Vis_49	#78138bff
9180024	L	7Networks_LH_Vis_50	#78138cff
9245560	L	7Networks_LH_Vis_51	#78138dff
8787064	L	7Networks_LH_Vis_52	#781486ff
8852600	L	7Networks_LH_Vis_53	#781487ff
8918136	L	7Networks_LH_Vis_54	#781488ff
8983672	L	7Networks_LH_Vis_55	#781489ff
9049208	L	7Networks_LH_Vis_56	#78148aff
9114744	L	7Networks_LH_Vis_57	#78148bff
9180280	L	7Networks_LH_Vis_58	#78148cff
9245816	L	7Networks_LH_Vis_59	#78148dff
8787320	L	7Networks_LH_Vis_60	#781586ff
8852856	L	7Networks_LH_Vis_61	#781587ff
8918392	L	7Networks_LH_Vis_62	#781588ff
8983928	L	7Networks_LH_Vis_63	#781589ff
9049464	L	7Networks_LH_Vis_64	#78158aff
9115000	L	7Networks_LH_Vis_65	#78158bff
9180536	L	7Networks_LH_Vis_66	#78158cff
9246072	L	7Networks_LH_Vis_67	#78158dff
8787576	L	7Networks_LH_Vis_68	#781686ff
8853112	L	7Networks_LH_Vis_69	#781687ff
8918648	L	7Networks_LH_Vis_70	#781688ff
8984184	L	7Networks_LH_Vis_71	#781689ff
9049720	L	7Networks_LH_Vis_72	#78168aff
9115256	L	7Networks_LH_Vis_73	#78168bff
9180792	L	7Networks_LH_Vis_74	#78168cff
9246328	L	7Networks_LH_Vis_75	#78168dff
11697478	L	7Networks_LH_SomMot_1	#467db2ff
11763014	L	7Networks_LH_SomMot_2	#467db3ff
11828550	L	7Networks_LH_SomMot_3	#467db4ff
11370054	L	7Networks_LH_SomMot_4	#467eadff
11435590	L	7Networks_LH_SomMot_5	#467eaeff
11501126	L	7Networks_LH_SomMot_6	#467eafff
11566662	L	7Networks_LH_SomMot_7	#467eb0ff
11632198	L	7Networks_LH_SomMot_8	#467eb1ff
11697734	L	7Networks_LH_SomMot_9	#467eb2ff
11763270	L	7Networks_LH_SomMot_10	#467eb3ff
11828806	L	7Networks_LH_SomMot_11	#467eb4ff
11370310	L	7Networks_LH_SomMot_12	#467fadff
11435846	L	7Networks_LH_SomMot_13	#467faeff
11501382	L	7Networks_LH_SomMot_14	#467fafff
11566918	L	7Networks_LH_SomMot_15	#467fb0ff
11632454	L	7Networks_LH_SomMot_16	#467fb1ff
11697990	L	7Networks_LH_SomMot_17	#467fb2ff
11763526	L	7Networks_LH_SomMot_18	#467fb3ff
11829062	L	7Networks_LH_SomMot_19	#467fb4ff
11370566	L	7Networks_LH_SomMot_20	#4680adff
11436102	L	7Networks_LH_SomMot_21	#4680aeff
11501638	L	7Networks_LH_SomMot_22	#4680afff
11567174	L	7Networks_LH_SomMot_23	#4680b0ff
11632710	L	7Networks_LH_SomMot_24	#4680b1ff
11698246	L	7Networks_LH_SomMot_25	#4680b2ff
11763782	L	7Networks_LH_SomMot_26	#4680b3ff
11829318	L	7Networks_LH_SomMot_27	#4680b4ff
11370822	L	7Networks_LH_SomMot_28	#4681adff
11436358	L	7Networks_LH_SomMot_29	#4681aeff
11501894	L	7Networks_LH_SomMot_30	#4681afff
11567430	L	7Networks_LH_SomMot_31	#4681b0ff
11632966	L	7Networks_LH_SomMot_32	#4681b1ff
11698502	L	7Networks_LH_SomMot_33	#4681b2ff
11764038	L	7Networks_LH_SomMot_34	#4681b3ff
11829574	L	7Networks_LH_SomMot_35	#4681b4ff
11371078	L	7Networks_LH_SomMot_36	#4682adff
11436614	L	7Networks_LH_SomMot_37	#4682aeff
11502150	L	7Networks_LH_SomMot_38	#4682afff
11567686	L	7Networks_LH_SomMot_39	#4682b0ff
11633222	L	7Networks_LH_SomMot_40	#4682b1ff
11698758	L	7Networks_LH_SomMot_41	#4682b2ff
11764294	L	7Networks_LH_SomMot_42	#4682b3ff
11895366	L	7Networks_LH_SomMot_43	#4682b5ff
11960902	L	7Networks_LH_SomMot_44	#4682b6ff
12026438	L	7Networks_LH_SomMot_45	#4682b7ff
12091974	L	7Networks_LH_SomMot_46	#4682b8ff
12157510	L	7Networks_LH_SomMot_47	#4682b9ff
12223046	L	7Networks_LH_SomMot_48	#4682baff
12288582	L	7Networks_LH_SomMot_49	#4682bbff
11830086	L	7Networks_LH_SomMot_50	#4683b4ff
11895622	L	7Networks_LH_SomMot_51	#4683b5ff
11961158	L	7Networks_LH_SomMot_52	#4683b6ff
12026694	L	7Networks_LH_SomMot_53	#4683b7ff
12092230	L	7Networks_LH_SomMot_54	#4683b8ff
12157766	L	7Networks_LH_SomMot_55	#4683b9ff
12223302	L	7Networks_LH_SomMot_56	#4683baff
12288838	L	7Networks_LH_SomMot_57	#4683bbff
