index	hemi	name	color
16448250	L	unknown 	#fafafaff
1101466	L	lateralorbitofrontal_1 	#9ace10ff
7368147	L	lateralorbitofrontal_2 	#d36d70ff
10852112	L	lateralorbitofrontal_3 	#1097a5ff
16125636	L	lateralorbitofrontal_4 	#c40ef6ff
13264959	L	parsorbitalis_1 	#3f68caff
1155507	L	frontalpole_1 	#b3a111ff
15095062	L	medialorbitofrontal_1 	#1655e6ff
16430359	L	medialorbitofrontal_2 	#17b5faff
770632	L	medialorbitofrontal_3 	#48c20bff
9351660	L	parstriangularis_1 	#ecb18eff
16430576	L	parstriangularis_2 	#f0b5faff
4110175	L	parsopercularis_1 	#5fb73eff
1737814	L	parsopercularis_2 	#56841aff
12621687	L	rostralmiddlefrontal_1 	#7797c0ff
11469772	L	rostralmiddlefrontal_2 	#cc03afff
1883945	L	rostralmiddlefrontal_3 	#29bf1cff
16465097	L	rostralmiddlefrontal_4 	#c93cfbff
2163271	L	rostralmiddlefrontal_5 	#470221ff
7481467	L	rostralmiddlefrontal_6 	#7b2872ff
446706	L	superiorfrontal_1 	#f2d006ff
14252788	L	superiorfrontal_2 	#f47ad9ff
12485245	L	superiorfrontal_3 	#7d82beff
3238440	L	superiorfrontal_4 	#286a31ff
6263903	L	superiorfrontal_5 	#5f945fff
11217257	L	superiorfrontal_6 	#6929abff
7365135	L	superiorfrontal_7 	#0f6270ff
8215099	L	superiorfrontal_8 	#3b5a7dff
7106563	L	caudalmiddlefrontal_1 	#03706cff
5228717	L	caudalmiddlefrontal_2 	#adc84fff
13528809	L	caudalmiddlefrontal_3 	#e96eceff
8006336	L	precentral_1 	#c02a7aff
9387292	L	precentral_2 	#1c3d8fff
5539581	L	precentral_3 	#fd8654ff
1954897	L	precentral_4 	#51d41dff
12653050	L	precentral_5 	#fa11c1ff
15203827	L	precentral_6 	#f3fde7ff
5256880	L	paracentral_1 	#b03650ff
11440869	L	paracentral_2 	#e592aeff
13519089	L	paracentral_3 	#f148ceff
2650339	L	rostralanteriorcingulate_1 	#e37028ff
14168449	L	caudalanteriorcingulate_1 	#8131d8ff
15461382	L	posteriorcingulate_1 	#06ecebff
2514796	L	posteriorcingulate_2 	#6c5f26ff
12725371	L	isthmuscingulate_1 	#7b2cc2ff
14519497	L	postcentral_1 	#c98cddff
14739146	L	postcentral_2 	#cae6e0ff
5953312	L	postcentral_3 	#20d75aff
8745906	L	postcentral_4 	#b27385ff
8435134	L	postcentral_5 	#beb580ff
10762682	L	supramarginal_1 	#ba39a4ff
11459661	L	supramarginal_2 	#4ddcaeff
1862670	L	supramarginal_3 	#0e6c1cff
7789495	L	supramarginal_4 	#b7db76ff
9640500	L	superiorparietal_1 	#341a93ff
8460217	L	superiorparietal_2 	#b91781ff
